Nom de la Recette,Ingredients,Puree Preparation,Duree Cuisson,Duree Repos,Etapes de Preparation,URL Recette,URL_Image,Ingredient_lem_token,Ingredient_stem_token
Tarte aux pommes à la vergeoise,1 pâte feuilletée//6 pommes//100 g de vergeoise blonde//2 pincées de cannelle,10 min,30 min,,Préchauffer le four à 180°C.Étaler la pâte feuilletée dans un moule à tarte beurré.//Éplucher les pommes et les couper en tranches fines ou en dés au-dessus de la tarte. Saupoudrer de vergeoise blonde et de cannelle.//Mettre au four pendant 30 minutes.,https://www.cuisine-libre.org/tarte-aux-pommes-et-a-la-vergeoise,https://www.cuisine-libre.org/local/cache-gd2/ea/588c7052a0a05cda6517b33fdd127c.jpg?1644795022,vergeoise pomme cannelle feuilletée pincée pâte blonde,pomm blond feuillete pate cannel pince vergeoi
Cake végétalien au citron et pavot,1¼ tasse de farine//¾ tasse d’eau//¾ tasse de sucre//¼ tasse d’huile d’olive//2 c. à soupe de graines de pavot//1 c. à soupe de zeste de citron haché//1 c. à café de bicarbonate de soude//1 citron pressé//sel//sucre en poudre,20 min,40 min,,"Préchauffez votre four à 175°C.//Mélangez les ingrédients secs (farine, sucre, bicarbonate de soude et sel) à la fourchette.//Ajoutez les ingrédients restants. Mélangez bien.//Versez dans un moule à manqué beurré et fariné.//Cuire 40 minutes jusqu’à ce que le dessus du gâteau soit doré et que la pointe de votre couteau ressorte sèche quand vous testez la cuisson.//Sortez du four et laissez refroidir.",https://www.cuisine-libre.org/cake-vegetalien-au-citron-et-pavot,https://www.cuisine-libre.org/local/cache-gd2/c3/23df7f75046ea018ea40ec696c9bef.jpg?1644794244,citron olive ¼ farine ¾ bicarbonate zeste pavot sucre haché graine tasse huile eau poudre café pressé sel,citron oliv poudr grain pres pavot cafe huil bicarbon sel hach eau zest tas farin sucr
Marbré aux noix,1 tasse (250 g) de farine//1 tasse de poudre de noix//1 tasse de sucre//1 tasse d’huile//1 sachet de levure chimique//4 c. à café de cacao en poudre//1 pincée de sel//1 citron (jus et zeste),15 min,45 min,,"Préchauffer le four à th.6 (180°C/250°F).//Dissoudre le sucre dans l’huile jusqu’à ce qu’il fonde.//Pendant ce temps, mélanger la farine, la poudre de noix et le zeste de citron. Saler.//Mélanger la levure chimique avec un peu de citron. Ajouter à l’huile sucrée.//Mélanger ensemble ces deux préparations jusqu’à obtention d’une pâte homogène.//Séparer la pâte en deux moitiés. Dans l’une des deux, ajouter le cacao. Verser alternativement ces deux pâtes dans un moule fariné.//Enfourner et cuire environ 45 minutes.",https://www.cuisine-libre.org/marbre-aux-noix,https://www.cuisine-libre.org/local/cache-gd2/7a/086eb92f7cae7dbae3cb2b8200f2a3.jpg?1644796359,citron farine noix sachet levure sucre chimique zeste ju tasse huile ao poudre café sel,citron poudr ju levur noix sachet chimiqu cafe huil ao sel zest tas farin sucr
Lammele,4 œufs//120 g de sucre//120 g de farine//20 g de fécule//50 g de beurre//1 gousse de vanille//sucre glace,30 min,30 min,30 min,"Préchauffer le four à 180°C.//À l’aide d’un pinceau, enduire abondamment et très soigneusement le moule à lammele de beurre fondu. Le fariner légèrement et le tapoter doucement pour faire tomber l’excédent de farine.//Fendre la gousse de vanille en deux et la gratter dans le sucre.//Fouetter les jaunes d’œufs avec le sucre vanillé, jusqu’à ce que le mélange blanchisse. Ajouter éventuellement un zeste de citron.//Tamiser la farine avec la fécule. L’ajouter délicatement au mélange, cuillère après cuillère.//Battre les blancs en neige. Les ajouter délicatement au mélange, en deux fois, en soulevant bien la pâte.//Verser la pâte dans le moule, sans le remplir : aux trois quart de sa hauteur, pour éviter les débordements pendant la cuisson.//Enfourner 20 à 30 minutes. Vérifier la cuisson en plantant la lame d’un couteau : elle doit ressortir propre. Démouler à la sortie du four.//Laisser complètement refroidir. Avant de servir, saupoudrer de sucre glace. Nouer un ruban autour du cou de l’agneau et y planter un petit drapeau alsacien.",https://www.cuisine-libre.org/lammele,https://www.cuisine-libre.org/local/cache-gd2/ac/d2864b8610a3e7d2bf387043dcacf3.jpg?1644800388,farine fécule œuf glace vanille sucre beurre gousse,gous glace oeuf beurr vanil fecul farin sucr
Raffaello maison,250 g + 50 g de noix de coco râpée//1 boîte de lait concentré sucré (390 g)//10 amandes,10 min,,,"Dans un saladier mélanger la noix de coco et le lait concentré. Laisser au réfrigérateur toute la nuit.//Le lendemain, former des petites boules en glissant une amande au centre. Les rouler dans la noix de coco restante.",https://www.cuisine-libre.org/raffaello-maison,https://www.cuisine-libre.org/local/cache-gd2/76/91732cb1c360975e8970e4823ddbc0.jpg?1644796914,noix coco râpée boîte sucré lait amande concentré,noix coco boit rape lait concentr amand sucr
Fondant au chocolat,250 g de beurre//250 g de sucre//250 g de chocolat//4 œufs//1 cuillère à soupe de farine,10 min,2 h,30 min,"Faire fondre dans une casserole le chocolat et le beurre. Rajouter le sucre, les œufs entiers et la farine. Mélanger.//Verser dans un plat à cake d’un litre (ou deux de 50 cl) et placer le plat dans un bain-marie (dans un plat plus grand rempli d’eau).//Faire cuire à thermostat 6-7 en bas du four en rajoutant de l’eau dans le bain-marie toutes les 20 minutes environ. Après cuisson placer au frais pour faire durcir.",https://www.cuisine-libre.org/fondant-au-chocolat,https://www.cuisine-libre.org/local/cache-gd2/79/a16cb710d451daab433c7b8ec090ad.jpg?1644795209,chocolat farine œuf sucre beurre cuillère,chocolat cuiller oeuf beurr farin sucr
Cake gourmand aux fruits confits,180 g de farine//120 g de sucre//120 g de beurre mou//2 œufs + 1 jaune//120 g de fruits confits//60 g de raisins blonds//1 sachet de levure chimique//50 g d’amandes effilés//3 c. soupe de confiture d’abricot,20 min,45 min,1 h,"Préchauffer le four à 180°C (thermostat 6). Garnir le moule à cake de papier sulfurisé.//Détailler les fruits confits en petits morceaux. Tamiser ensemble la farine et la levure. Y ajouter les raisins secs et les fruits confits coupés en dès. Mélanger.//Battre le beurre et le sucre jusqu’à ce que ce que le mélange blanchisse. Ajouter les œufs, un par un, en continuant à battre.//Ajouter la farine et les fruits au mélange beurre-sucre : bien brasser. Verser cette patte épaisse dans le moule. Décorer avec les amandes effilées.//Enfourner et cuire entre 45 minutes et une heure. Démouler et laisser refroidir.//Badigeonner le cake froid de confiture d’abricot.",https://www.cuisine-libre.org/cake-gourmand-aux-fruits-confits,https://www.cuisine-libre.org/local/cache-gd2/7f/ae990de5a647566536410f3cc42665.jpg?1644794974,farine œuf levure sachet chimique sucre fruit confit abricot blond amande confiture raisin beurre jaune effilé,effil levur sachet oeuf chimiqu amand fruit confit beurr jaun blond abricot raisin confitur farin sucr
Cookies à la châtaigne,175 g de sucre rapadura//2 œufs//100 g de pépites de chocolat//100 g de mélange de noisettes et de noix du Brésil//100 g de flocons d’avoine (avec ou sans gluten)//100 g de beurre salé (ou huile de coco pour les régimes sans lactose)//150 g de farine de petit épeautre (ou poudre d’amande pour le sans gluten)//1 c. à soupe de bicarbonate//100 g de farine de châtaigne//1 bonne pincée de fleur de sel//2 c. à café d’extrait de vanille,30 min,20 min,,"Battez les œufs et le sucre.//Ajoutez le beurre mou (ou l’huile) puis mélangez-le à la maryse.//Ajoutez les farines, les flocons, la vanille, la fleur de sel et le bicarbonate puis pétrissez le tout à la main.//Ajoutez les trois quarts des noix du brésil puis les pépites de chocolat.//Formez des petites boules sur une plaque recouverte de papier antiadhérent et disposez sur celles-ci le reste du mélange d’oléagineux (noisettes et noix du Brésil).//Pour un cookie moelleux, faites cuire à basse température (170°C) pendant 20 minutes.",https://www.cuisine-libre.org/cookies-a-la-chataigne,https://www.cuisine-libre.org/local/cache-gd2/ab/ec76b32aa8481023ef69f1af480f16.jpg?1644795424,noix épeautre petit huile régime bonne amande lactose pépite œuf salé beurre café noisette chocolat fleur vanille sucre sel rapadura bicarbonate farine avoine coco châtaigne brésil flocon gluten poudre mélange,bonn epeautr pepit noix regim melang petit lacto sale oeuf noisett bicarbon vanil chataign farin cafe chocolat fleur bresil amand avoin sel poudr rapadura coco huil beurr gluten flocon sucr
Biscuits à la semoule de blé,200 g semoule fine de blé//1 pincé de sel//100 g de sucre//200 g de beurre//200 g farine//1 pincée de levure chimique//½ c. a soupe de cardamome en poudre,10 min,15 min,,"Mélanger soigneusement tous les ingrédients du bout des doigts, puis ramener en boule.//Façonner ensuite des petites boules, de la taille d’une balle de golf.//Les aplatir dans la paume de main et les poser sur une plaque de cuisson graissée. Décorer en appuyant légèrement le dos d’une fourchette sur chaque.//Enfourner à 180ºC pendant 15 minutes.",https://www.cuisine-libre.org/biscuits-a-la-semoule-de-ble,https://www.cuisine-libre.org/local/cache-gd2/90/953da84bc493d6a19e1e2ee39b7d9c.jpg?1644795761,½ cardamome poudre farine levure chimique sucre fine beurre pincé blé semoule sel,poudr pinc levur cardamom chimiqu ble sucr semoul beurr fine farin sel
Tatin créole à la banane plantin,"2 pâtes brisées ou feuilletées//4 bananes plantain//100 g de beurre//150 g de sucre de canne//1 c. à soupe de muscade râpée//1 c. à soupe de cannelle en poudre//1 bouchon d’amende amère//1 bouchon d’arôme vanille//2 bouchons de rhum (blanc, ambré ou vieux)",40 min,50 min,15 min,"Lavez et faire cuire les bananes plantain. Laissez refroidir, puis coupez-les en lamelles.//Dans une casserole faire fondre le beurre et le sucre. Une fois bien fondu, ajoutez les rondelles de bananes plantain, les épices, les arômes et le rhum. Laissez cuire environ 15 à 20 min à feux doux. Puis retirez du feu.//Beurrez un moule à tarte. Versez le mélange dans le moule. Recouvrir des 2 pâtes feuilletées en rentrant bien les bords à l’intérieur. Enfournez environ 25 à 30 min.//Une fois votre tarte tatin cuite, retirez du four, laissez reposez 15 min avant de la retournez dans un plat à service.",https://www.cuisine-libre.org/tatin-creole-a-la-banane-plantin,https://www.cuisine-libre.org/local/cache-gd2/9b/1e2a0460cb7002de053e3922245e4f.jpg?1644802075,plantain bouchon vieux ambré bouchon beurre rhum pâte feuilletée banane vanille sucre râpée cannelle arôme amère muscade canne blanc brisée amende poudre,muscad pate plantain amend vieux rape amer bouchon cann rhum vanil cannel ambr banan feuillete arom poudr brise blanc beurr sucr
Sablés œufs de Pâques,200 g de farine//50 g d’amandes en poudre//100 g de beurre doux mou//70 g de sucre glace//1 gros œuf battu//1 pincée de sel//1 citron pressé et zesté//4 c. soupe de lemon curd (crème au citron) ou de confiture d’orange,20 min,10 min,1 h,"Préchauffer le four à 180°C (th.6).//Dans une jatte, mélanger du bout des doigts la farine, la poudre d’amande, l’œuf battu, le sucre glace et le beurre en morceaux avec une pincée de sel, le zeste du citron et la moitié de son jus.//Travailler la pâte jusqu’à ce qu’elle soit sableuse. Former une boule. Laisser reposer 1 heure au frais.//Étaler la pâte sur 1/2 cm d’épaisseur. À l’aide d’un emporte-pièce de forme ovoïde, découper des sablés dans la pâte. Dans la moitié d’entre eux, évider des cercles avec un petit emporte-pièce rond.//Enfourner les sablés 10 minutes.Laisser refroidir sur une grille.//Garnir les sablés entiers avec une cuillère de confiture. Poudrer les sablés troués de sucre glace avant de les déposer sur chaque base. Presser légèrement.",https://www.cuisine-libre.org/sables-oeufs-de-paques,https://www.cuisine-libre.org/local/cache-gd2/24/f21da0284cdd3e3c6a509a2643fdb3.jpg?1644795983,lemon citron œuf curd farine glace crème battu sucre doux orange amande confiture poudre beurre zesté pressé sel,citron poudr creme pres curd glace oeuf battu doux beurr farin sel lemon zest orang confitur amand sucr
Mi-cuit au chocolat,250 g de chocolat//100 g de beurre//3 œufs//2 cuillères à soupe de sucre//50 g de farine,10 min,15 min,,"Dans un saladier, faire mousser les œufs et le sucre.//Dans une casserole, faire fondre doucement le chocolat avec le beurre.//Mélanger le tout puis ajouter progressivement la farine en remuant.//Verser dans un petit moule et enfourner pour 10 à 15 minutes environ à four moyen. Bien surveiller la cuisson et sortir lorsque les bords commencent à être cuits mais que le milieu reste mou (ça bouge quand on remue le plat).",https://www.cuisine-libre.org/mi-cuit-au-chocolat,https://www.cuisine-libre.org/local/cache-gd2/6e/4c17496869dfbda6230c758f9bbea5.jpg?1649719805,chocolat farine œuf sucre cuillère beurre,chocolat cuiller oeuf beurr farin sucr
Pain d’épices ultra moelleux,"400 g de farine//275 g de sucre//1 sachet de sucre vanillé (facultatif)//6 c. soupe de miel//330 ml d’eau tiède//1 c. café de bicarbonate de soude//1 c. café de levure chimique//beurre pour le moule//1,5 c. café de cannelle//1,5 c. café de coriandre//½ c. café de girofle//1 c. café de badiane étoilé//1 c. soupe de cardamome//zeste de clémentines",15 min,1 h 30,,"Préchauffez votre four à 165°C.//Mélangez les épices, la farine, la levure, le sucre et le bicarbonate.Ajoutez le miel à cette préparation et mélangez.Puis ajoutez l’eau tiède et mélangez. La préparation doit être lisse et légèrement liquide.Versez dans un moule chemisé (beurré et fariné).//Enfournez à 165°C pendant 45 min. Puis diminuez à 150°C et laissez cuire environ 30 min. La pointe de votre couteau doit être sèche quand vous le plantez dans le pain d’épices.",https://www.cuisine-libre.org/pain-d-epices-ultra-moelleux,https://www.cuisine-libre.org/local/cache-gd2/44/e8c6c6d377fcefd0bc8910041533db.jpg?1649008435,sachet zeste eau cardamome girofle moule café beurre sucre cannelle clémentine coriandre vanillé ½ bicarbonate facultatif farine levure chimique tiède badiane miel étoilé,sachet chimiqu eau etoil girofl levur bicarbon badian vanil cannel tied cafe farin zest coriandr facultatif clementin moul cardamom beurr miel sucr
Cœurs fondants chocolat-courgette,150 g de chocolat noir//12 carrés de chocolat noir//120 g de courgette//90 g de sucre en poudre//2 cuillères à soupe de farine//4 œufs//sucre glace,15 min,10 min,,"Préchauffez le four Th.8 (240°C).//Pelez les courgettes, retirez éventuellement le centre s’il est très gorgé d’eau. Quand il vous reste bien la quantité nécessaire, mixez.//Faites fondre le chocolat au bain marie. Ajoutez aux courgettes et mélangez. Mixez à nouveau s’il reste des morceaux.//Fouettez les œufs et le sucre. Ajoutez la farine puis le chocolat fondu en remuant sans arrêt.//Prenez des moules individuels en silicone, ou en papier.//Remplissez-les à moitié de pâte et posez au centre deux carrés de chocolat.//Répartissez le reste de pâte dans les moules et enfournez. Faites cuire environ 10 min. Servez chaud, décorés de sucre glace.",https://www.cuisine-libre.org/coeurs-fondants-chocolat-courgette,https://www.cuisine-libre.org/local/cache-gd2/33/7152cfffac74f04a6f5f1ba6e4e0c7.jpg?1644795052,chocolat courgette farine œuf glace noir sucre cuillère carré poudre,chocolat carr poudr cuiller glace noir oeuf courgett farin sucr
